legacy_id	source_set	source_path	source_item	display_name	normalized_capability	target_family	disposition	replacement	parity_level	evidence	rationale
ubuntu-079	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:079	Pixbuf	pixbuf	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The preserved Pixbuf branch is a source defect that duplicates Ubuntu Cleaner, not an identifiable product to reproduce.
ubuntu-080	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:080	SimpleScreenRecorder (PPA)	simplescreenrecorder	debian	planned	simplescreenrecorder	intent	-	Candidate mapping to the active simplescreenrecorder module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-081	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:081	Neofetch (PPA)	neofetch	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The original Neofetch project is archived; the legacy PPA path is not recreated.
ubuntu-082	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:082	Shutter (Screenshot Tool) (PPA)	shutter	debian	planned	shutter	intent	-	Candidate mapping to the active shutter module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-083	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:083	Bitwarden (Snap)	bitwarden	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-084	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:084	Plank (Dock) (PPA)	plank	debian	planned	plank	intent	-	Candidate mapping to the active plank module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-085	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:085	Thonny (IDE)	thonny	debian	planned	thonny	intent	-	Candidate mapping to the active thonny module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-086	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:086	Bluefish (PPA)	bluefish	debian	implemented	bluefish	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Bluefish package has accepted clean-install and repeat-install evidence on Debian 12, Ubuntu 24.04 and Ubuntu 26.04; the legacy PPA and optional hand-written desktop file are intentionally not retained.
ubuntu-087	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:087	Vim (PPA)	vim	debian	planned	vim	intent	-	Candidate mapping to the active vim module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-088	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:088	Geany (IDE) (PPA)	geany	debian	implemented	geany	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Geany package has accepted clean-install and repeat-install evidence on Debian 12, Ubuntu 24.04 and Ubuntu 26.04; the legacy PPA and optional hand-written desktop file are intentionally not retained.
ubuntu-089	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:089	Gnu Emacs (PPA)	gnu-emacs	debian	implemented	emacs	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active supported Emacs package has accepted clean-install and repeat-install evidence on Debian 12, Ubuntu 24.04 and Ubuntu 26.04; the legacy PPA, pinned Emacs 26 package, and optional hand-written desktop file are intentionally not retained.
ubuntu-090	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:090	GitKraken (Snap)	gitkraken	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-091	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:091	Wire (Snap)	wire	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-092	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:092	Kubectl	kubectl	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-093	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:093	Zenkit (Snap)	zenkit	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-094	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:094	Wormhole (Snap)	wormhole	debian	planned	magic-wormhole	intent	-	Candidate mapping to the active magic-wormhole module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-095	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:095	Hexchat (Snap)	hexchat	debian	planned	hexchat	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-096	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:096	Wings 3D	wings-3d	debian	planned	wings3d	intent	-	Candidate mapping to the active wings3d module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-097	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:097	MakeHuman (PPA)	makehuman	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-098	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:098	Grub Customizer (PPA)	grub-customizer	debian	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Automated third-party bootloader mutation is permanently rejected; use vendor GRUB tooling and a reviewed recovery plan.
ubuntu-099	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:099	4K Video Downloader (64 Bit)	4k-video-downloader	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-100	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:100	4K Youtube to MP3 (64 Bit)	4k-youtube-to-mp3	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-101	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:101	4K Stogram (64 Bit)	4k-stogram	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The vendor discontinued 4K Stogram and no longer provides updates, fixes or account-safety assurance.
ubuntu-102	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:102	4K Slideshow Maker (64 Bit)	4k-slideshow-maker	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-103	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:103	4K Video to MP3 (64 Bit)	4k-video-to-mp3	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-104	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:104	Neovim (PPA)	neovim	debian	planned	neovim	intent	-	Candidate mapping to the active neovim module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-105	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:105	Light Table (PPA)	light-table	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The Light Table upstream repository is archived and read-only; use a maintained editor.
ubuntu-106	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:106	GCC 8 & G++ 8 (PPA)	gcc-8-and-gplusplus-8	debian	planned	build-tools	intent	-	The build-tools candidate supplies distro-managed GCC/G++ instead of the obsolete GCC 8 PPA pin; accepted install and parity evidence remain pending.
ubuntu-107	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:107	Cmake (Python pip)	cmake	debian	planned	build-tools	intent	-	The build-tools candidate supplies distro-managed CMake instead of a system-wide pip install; accepted install and parity evidence remain pending.
ubuntu-108	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:108	Textadept (Editor)	textadept	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-109	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:109	Tixati (P2P Torrent)	tixati	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-110	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:110	Darktable (PPA)	darktable	debian	planned	darktable	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-111	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:111	Liferea (PPA)	liferea	debian	planned	liferea	intent	-	Candidate mapping to the active liferea module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-112	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:112	Typecatcher (PPA)	typecatcher	debian	planned	typecatcher	intent	-	Candidate mapping to the active typecatcher module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-113	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:113	Caffeine (PPA)	caffeine	debian	planned	caffeine	intent	-	Candidate mapping to the active caffeine module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-114	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:114	XnConvert	xnconvert	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-115	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:115	Riot (PPA)	riot	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	Riot became Element; use Element through its current supported channel.
ubuntu-116	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:116	Jitsi Meet (PPA)	jitsi-meet	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Jitsi Meet requires DNS, TLS, web-server and firewall/NAT decisions; use Jitsi's self-hosting workflow or hosted service.
ubuntu-117	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:117	Feedreader (PPA)	feedreader	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	FeedReader is archived and no longer maintained; upstream identifies NewsFlash as its successor.
ubuntu-118	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:118	Go For It (PPA)	go-for-it	debian	planned	go-for-it	intent	-	Candidate mapping to the active go-for-it module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-119	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:119	Calibre	calibre	debian	planned	calibre	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-120	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:120	Rambox Community Edition (Snap)	rambox-community-edition	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	Rambox Community Edition is end-of-life and archived; use current Rambox.
ubuntu-121	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:121	Java 8 JDK (PPA)	java-8-jdk	debian	planned	openjdk	intent	-	The active OpenJDK module supersedes the unsupported JDK 8 pin with the distribution-supported default JDK; accepted install evidence remains pending.
ubuntu-122	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:122	Java 11 JDK (PPA)	java-11-jdk	debian	planned	openjdk	intent	-	The active OpenJDK module supersedes the legacy JDK 11 pin with the distribution-supported default JDK; accepted install evidence remains pending.
ubuntu-123	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:123	Hiri (Snap)	hiri	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Hiri is proprietary trial-then-paid software whose use is conditional on user acceptance; use Hiri's vendor workflow.
ubuntu-124	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:124	Variety (PPA)	variety	debian	planned	variety	intent	-	Candidate mapping to the active variety module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-125	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:125	Flash Player (Pepper Flash)	flash-player	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	Adobe ended Flash support and recommends removal; modern web standards are the supported handoff.
ubuntu-126	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:126	Electron Player (Snap)	electron-player	debian	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	ElectronPlayer is archived; use streaming providers' supported web or client surfaces.
ubuntu-127	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:127	Plex Media Server (Snap)	plex-media-server	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-128	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:128	E-tools (Snap)	e-tools	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	The old third-party E-tools Snap lacks a current upstream/provider contract this package-only installer can safely own.
ubuntu-129	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:129	Blender (Snap)	blender	debian	planned	blender	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-130	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:130	IrfanView (Snap)	irfanview	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	IrfanView has no native Linux release; use native image tools or the vendor's documented Wine/VM handoff.
ubuntu-131	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:131	Altus	altus	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	Altus is an unofficial wrapper around WhatsApp Web; use the supported web surface instead of a project-installed account wrapper.
ubuntu-132	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:132	Mumble (PPA)	mumble	debian	planned	mumble	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-133	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:133	Pale Moon	pale-moon	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-134	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:134	Midori	midori	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-135	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:135	Simplenote (Snap)	simplenote	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-136	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:136	Midnight Commander	midnight-commander	debian	planned	midnight-commander	intent	-	Candidate module added; package visibility was observed in local exploratory checks on Ubuntu 24.04 and Debian 12; accepted real-install and parity evidence remain pending.
ubuntu-137	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:137	Pycharm Community Edition	pycharm-community-edition	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-138	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:138	Postman (PPA)	postman	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-139	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:139	Notepad-Plus-Plus (Snap)	notepad-plus-plus	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	The Notepad++ Snap is a community Wine wrapper rather than an upstream-native Linux package; use a native active editor module.
ubuntu-140	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:140	PhpStorm (Snap)	phpstorm	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-141	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:141	Powershell (Snap)	powershell	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-142	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:142	Cacher (Snap)	cacher	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-143	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:143	WebStorm (Snap)	webstorm	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-144	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:144	Insomnia (Snap)	insomnia	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-145	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:145	Opera (Snap)	opera	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-146	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:146	Google Chrome (PPA)	google-chrome	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-147	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:147	Chromium (Snap)	chromium	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-148	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:148	DBeaver Community Edition (PPA)	dbeaver-community-edition	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-149	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:149	Valentina Studio	valentina-studio	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-150	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:150	SQuirreL SQL (Snap)	squirrel-sql	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-151	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:151	DbVisualizer	dbvisualizer	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-152	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:152	DataGrip (Snap)	datagrip	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-153	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:153	PgAdmin	pgadmin	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-154	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:154	Remmina (PPA)	remmina	debian	planned	remmina	intent	-	Candidate mapping to the active remmina module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-155	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:155	Anydesk	anydesk	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
ubuntu-156	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:156	Vnc4server	vnc4server	debian	blocked-safety	-	unassessed	docs/LEGACY_DISPOSITIONS.md#blocked-critical-components	Root VNC credentials, an internet-wide firewall opening and unattended boot persistence are permanently rejected.
ubuntu-157	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:157	DVBlast	dvblast	debian	planned	dvblast	intent	-	Candidate mapping to the active dvblast module recorded; accepted per-image real-install and parity evidence remain pending.
ubuntu-158	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:158	ElectronMail (Snap)	electronmail	debian	out-of-scope	-	unassessed	docs/LEGACY_DISPOSITIONS.md#reviewed-vendor-or-deployment-handoffs	ElectronMail is an unofficial Proton Mail client that can store credentials, sessions and mail locally; use Proton's supported Linux or web client.
ubuntu-159	ubuntu	legacy/ubuntu-16.04/Ubuntu16-04-install-script.sh	menu:159	LXD (Snap)	lxd	debian	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-001-php	rhel	legacy/rhel-family/AlmaLinux-8/scripts/1-Php.sh	script	Php	php	rhel	planned	php	intent	-	Candidate mapping to the active php module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-010-transmission	rhel	legacy/rhel-family/AlmaLinux-8/scripts/10-Transmission.sh	script	Transmission	transmission	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-011-nmap	rhel	legacy/rhel-family/AlmaLinux-8/scripts/11-Nmap.sh	script	Nmap	nmap	rhel	implemented	nmap	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Nmap package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the requested network-discovery capability is retained on supported current RHEL-family targets.
rhel-almalinux-8-012-irssi	rhel	legacy/rhel-family/AlmaLinux-8/scripts/12-Irssi.sh	script	Irssi	irssi	rhel	implemented	irssi	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Irssi client has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; the legacy optional Snap path is intentionally not retained.
rhel-almalinux-8-013-timeshift	rhel	legacy/rhel-family/AlmaLinux-8/scripts/13-Timeshift.sh	script	Timeshift	timeshift	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-014-jenkins	rhel	legacy/rhel-family/AlmaLinux-8/scripts/14-Jenkins.sh	script	Jenkins	jenkins	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-015-docker	rhel	legacy/rhel-family/AlmaLinux-8/scripts/15-Docker.sh	script	Docker	docker	rhel	planned	podman	intent	-	The active Podman module is the supported daemonless container-engine supersession for this legacy Docker workflow; accepted install evidence remains pending.
rhel-almalinux-8-016-weechat	rhel	legacy/rhel-family/AlmaLinux-8/scripts/16-Weechat.sh	script	Weechat	weechat	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-017-quassel	rhel	legacy/rhel-family/AlmaLinux-8/scripts/17-Quassel.sh	script	Quassel	quassel	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-018-neofetch	rhel	legacy/rhel-family/AlmaLinux-8/scripts/18-Neofetch.sh	script	Neofetch	neofetch	rhel	retired	-	unassessed	docs/LEGACY_DISPOSITIONS.md#retired-pinned-or-discontinued-products	The original Neofetch project is archived; the legacy COPR path is not recreated.
rhel-almalinux-8-019-gnu-emacs	rhel	legacy/rhel-family/AlmaLinux-8/scripts/19-Gnu-Emacs.sh	script	Gnu-Emacs	gnu-emacs	rhel	implemented	emacs	intent	https://github.com/Yunushan/linux-software-installer/actions/runs/29640717432#artifact-digest=e744fab69651ad0d2adce755e7a65da1191822af6524d44b8b1d1d259140d477	The active distribution Emacs package has accepted clean-install and repeat-install evidence on AlmaLinux 9.8 and Rocky Linux 9.8; it preserves the direct package-install outcome.
rhel-almalinux-8-002-nginx	rhel	legacy/rhel-family/AlmaLinux-8/scripts/2-Nginx.sh	script	Nginx	nginx	rhel	planned	nginx	intent	-	Candidate mapping to the active nginx module recorded; accepted per-image real-install and parity evidence remain pending.
rhel-almalinux-8-020-kubectl	rhel	legacy/rhel-family/AlmaLinux-8/scripts/20-Kubectl.sh	script	Kubectl	kubectl	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-021-magic-wormhole	rhel	legacy/rhel-family/AlmaLinux-8/scripts/21-Magic-Wormhole.sh	script	Magic-Wormhole	magic-wormhole	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-022-neovim	rhel	legacy/rhel-family/AlmaLinux-8/scripts/22-Neovim.sh	script	Neovim	neovim	rhel	blocked-third-party	-	unassessed	-	A reviewed signed repository, distro-component, authenticated artifact or provider workflow is required; the active package-only installer does not yet own one.
rhel-almalinux-8-023-openjdk	rhel	legacy/rhel-family/AlmaLinux-8/scripts/23-Openjdk.sh	script	Openjdk	openjdk	rhel	planned	openjdk	intent	-	Candidate mapping to the active openjdk module recorded; accepted per-image real-install and parity evidence remain pending.
